,Title,Price,Rooms,Land Area,Area,Floors,Condition,Material,Address,Lift,Security,Internet,Playground,Sauna,Sewerage,Fridge,Telephone Line,Separate Bathrooms,Surveillance,Pool,Water,Microwave,Parking,AC,TV,Washing Machine,Cable TV,Furniture,Gas
96,3-комнатный коттедж на продажу,75 000 у.е.,3,3 сот.,3 сот.,1,Средний,Кирпичный,"Ташкентская область, населённый пункт Гишткуприк, улица Сарке",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2-комнатный частный дом на продажу,51 000 у.е.,2,1 сот.,1 сот.,1,Средний,Другое,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Кукча, 7-й проезд Кургонча",0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
98,6+ комнатный частный дом на продажу,530 000 у.е.,,5.3 сот.,5.3 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Туйтепа, улица Улмаса Умарбекова",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
100,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,6+ комнатный частный дом на продажу,600 000 у.е.,,3.3 сот.,3.3 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олтинтепа, улица Олтинтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6+ комнатный частный дом на продажу,350 000 у.е.,,2 сот.,2 сот.,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олтинтепа, улица Олтинтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3-комнатный частный дом на продажу,135 000 у.е.,3,2.4 сот.,2.4 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий",0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
104,6+ комнатный частный дом на продажу,350 000 у.е.,,12 сот.,12 сот.,2,Евроремонт,Кирпичный,"Ташкентская область, посёлок городского типа Масалбай, махалля Сохибкор, улица Ирода",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4-комнатный частный дом на продажу,95 000 у.е.,,2.16 сот.,2.16 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Маърифат, улица Баку",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
107,5-комнатный частный дом на продажу,260 000 у.е.,,7.5 сот.,7.5 сот.,1,Авторский проект,Кирпичный,"Ташкентская область, городской посёлок Хасанбай, улица Сихатгох",0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
108,5-комнатный частный дом на продажу,76 500 у.е.,5,1.8 сот.,1.8 сот.,1,Авторский проект,Кирпичный,Ташкентская область,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
109,4-комнатный частный дом на продажу,150 000 у.е.,4,1.9 сот.,1.9 сот.,1,Средний,Кирпичный,"город Ташкент, Алмазарский район, квартал Тараккиёт-1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
110,6+ комнатный частный дом на продажу,410 000 у.е.,,5 сот.,5 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, массив Хасанбай-1, 4-й проезд Гулёр",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,6+ комнатный частный дом на продажу,150 000 у.е.,,1.5 сот.,1.5 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Катта-Кани, 1-й тупик улицы Устувор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,6+ комнатный частный дом на продажу,205 000 у.е.,6+,6 сот.,6 сот.,2,Требует ремонта,Кирпичный,"Ташкентская область, населённый пункт Авлиё Ота, улица Хаваскор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,5-комнатный частный дом на продажу,168 000 у.е.,,1.8 сот.,1.8 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, населённый пункт Янгиабад, улица Миллий Бог",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6+ комнатный частный дом на продажу,240 000 у.е.,,6 сот.,6 сот.,1,Авторский проект,Кирпичный,Ташкентская область,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
115,4-комнатный частный дом на продажу,93 500 у.е.,4,2 сот.,2 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Темирйулчилар, улица Гейдара Алиева",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,6+ комнатный частный дом на продажу,160 000 у.е.,6+,5.4 сот.,5.4 сот.,1,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Мухтор Ашрафий, улица Мухтара Ашрафи",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,5-комнатный частный дом на продажу,210 000 у.е.,5,4.2 сот.,4.2 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Замон, улица Куддус",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,5-комнатный частный дом на продажу,900 000 у.е.,,6 сот.,6 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6+ комнатный частный дом на продажу,400 000 у.е.,,7 сот.,7 сот.,2,Евроремонт,Кирпичный,"Ташкентская область, городской посёлок Салар, Университетская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4-комнатный частный дом на продажу,145 000 у.е.,,2 сот.,2 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бадамзар, улица Бадамзар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6+ комнатный частный дом на продажу,430 000 у.е.,,3.3 сот.,3.3 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Сайрам, улица Сайрам",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,5-комнатный частный дом на продажу,181 800 у.е.,5,5.05 сот.,5.05 сот.,1,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Атчапар-1, улица Карима Зарипова",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,6+ комнатный частный дом на продажу,220 000 у.е.,6+,4 сот.,4 сот.,1,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, 3-й проезд Катта-Казырабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,6+ комнатный частный дом на продажу,350 000 у.е.,,6 сот.,6 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Уччинар, улица Чинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,3-комнатный частный дом на продажу,65 000 у.е.,,1 сот.,1 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойсун, улица Уртайул",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,4-комнатный частный дом на продажу,60 000 у.е.,4,9 сот.,9 сот.,1,Средний,Кирпичный,Ташкентская область,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,6+ комнатный частный дом на продажу,1 200 000 у.е.,,5.2 сот.,5.2 сот.,3,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, 8-й проезд Ракатбоши",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,6+ комнатный частный дом на продажу,205 000 у.е.,6+,6 сот.,6 сот.,2,Требует ремонта,Кирпичный,"Ташкентская область, населённый пункт Авлиё Ота, улица Хаваскор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6+ комнатный частный дом на продажу,630 000 у.е.,,6 сот.,6 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алпомиш, улица Дурмон йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
